show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s382,Movie,The Forgotten Horizon 382,Min Müller,"Aisha Khan, Raj Park, Elena Johnson, Raj Lee, Tom Johnson, Tom Lee",Nigeria,"February 11, 2021",2017,TV-14,91 min,Independent Movies,A gripping movie exploring themes of survival and identity in Nigeria.
s383,Movie,The Endless Kingdom 383,David Garcia,"Yuki Lee, Aisha Tanaka, Elena Müller, Priya Nair, Hana Khan, Fatima Kumar, Yuki Johnson",India,"August 4, 2016",2015,TV-MA,158 min,"Documentaries, Romantic Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in India.
s384,Movie,The Eternal Storm 384,Elena Silva,"Sara Costa, Priya Müller, Yuki Patel, Yuki Silva",United States,"October 24, 2026",2024,NR,81 min,"Sci-Fi & Fantasy, Comedies, Romantic Movies",A gripping movie exploring themes of survival and identity in United States.
s385,Movie,The Broken Legacy 385,Wei Kumar,"Wei Johnson, Elena Tanaka, Min Khan, Aisha Johnson, Anil Patel, Hana Lee, Min Garcia",United States,"June 7, 2026",2024,TV-PG,123 min,"Horror Movies, Independent Movies",A gripping movie exploring themes of survival and identity in United States.
s386,Movie,The Broken Horizon 386,Priya Müller,"Aisha Khan, Yuki Müller, Wei Khan, Carlos Silva",United States,"December 22, 2026",2025,TV-PG,167 min,"Thrillers, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.
s387,Movie,The Golden Memory 387,Aisha Silva,"Hana Garcia, Fatima Garcia, Raj Khan",United States,"March 7, 2020",2018,NR,73 min,Horror Movies,A gripping movie exploring themes of survival and identity in United States.
s388,TV Show,The Eternal Memory Chronicles 388,,"David Johnson, Yuki Nair, Priya Silva",United States,"September 6, 2016",2015,PG-13,1 Seasons,TV Dramas,A gripping tv show exploring themes of survival and identity in United States.
s389,TV Show,The Last Legacy 389,,"John Patel, Fatima Rossi, Priya Tanaka, John Costa, David Lee, Tom Costa, Carlos Silva",United States,"February 13, 2023",2020,TV-14,3 Seasons,TV Mysteries,A gripping tv show exploring themes of survival and identity in United States.
s390,Movie,The Silent City 390,Sara Park,"David Patel, Aisha Rossi, Carlos Khan",Spain,"April 9, 2024",2023,TV-14,126 min,"Horror Movies, Dramas",A gripping movie exploring themes of survival and identity in Spain.
s391,Movie,The Broken Promise 391,Anil Park,"Fatima Patel, Tom Khan, Sara Costa, John Patel",South Korea,"August 23, 2026",2024,PG-13,117 min,"Dramas, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in South Korea.
s392,Movie,The Last Promise 392,Carlos Khan,"Wei Rossi, David Costa, Aisha Costa, Anil Khan",United Kingdom,"July 1, 2008",2008,PG-13,120 min,"Horror Movies, Comedies",A gripping movie exploring themes of survival and identity in United Kingdom.
s393,TV Show,The Eternal Promise Chronicles 393,,"Priya Lee, Aisha Johnson, David Rossi, Raj Costa, Anil Müller",United States,"August 24, 2021",2016,R,7 Seasons,"TV Action & Adventure, TV Comedies, Crime TV Shows",A gripping tv show exploring themes of survival and identity in United States.
s394,Movie,The Secret Empire 394,Priya Smith,"Carlos Patel, Maria Nair, Aisha Costa, David Rossi",Spain,"November 5, 2023",2023,TV-14,70 min,"Documentaries, Horror Movies",A gripping movie exploring themes of survival and identity in Spain.
s395,TV Show,The Silent Shadows 395,,"Sara Garcia, Tom Silva, Carlos Kumar, Raj Patel, Carlos Smith, Min Tanaka",Canada,"March 9, 2013",2008,PG,3 Seasons,"Kids' TV, TV Comedies",A gripping tv show exploring themes of survival and identity in Canada.
s396,TV Show,The Broken Kingdom 396,,"Wei Johnson, John Kumar, Aisha Costa, Min Nair, Elena Smith",United States,"July 20, 2024",2023,TV-14,7 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in United States.
s397,Movie,The Golden Dreams 397,Hana Johnson,"Yuki Park, Hana Silva, Wei Silva, Maria Kumar",United States,"May 10, 2021",2018,TV-14,165 min,"Thrillers, Action & Adventure",A gripping movie exploring themes of survival and identity in United States.
s398,Movie,The Broken Empire 398,Min Smith,"Elena Garcia, David Park, Tom Müller",India,"April 20, 2026",2022,TV-Y,127 min,Romantic Movies,A gripping movie exploring themes of survival and identity in India.
s399,Movie,The Eternal Journey 399,,"Anil Lee, Carlos Rossi, Sara Johnson",India,"July 23, 2022",2019,TV-MA,124 min,"Sci-Fi & Fantasy, Horror Movies, Comedies",A gripping movie exploring themes of survival and identity in India.
s400,Movie,The Last City 400,Tom Khan,"Sara Garcia, Anil Johnson, Wei Khan, Wei Patel, Elena Lee, Min Garcia",United States,"December 24, 2017",2016,TV-14,173 min,Dramas,A gripping movie exploring themes of survival and identity in United States.
s401,TV Show,The Golden Journey 401,,"Maria Rossi, Fatima Park, Sara Silva",United Kingdom,"December 17, 2023",2022,TV-PG,7 Seasons,"TV Comedies, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in United Kingdom.
s402,Movie,The Secret Dreams 402,Elena Costa,"Min Kumar, Hana Garcia, Anil Tanaka, Wei Kumar",Canada,"May 17, 2021",2021,TV-PG,110 min,"Action & Adventure, Romantic Movies",A gripping movie exploring themes of survival and identity in Canada.
s403,Movie,The Golden Legacy 403,,"Elena Rossi, Elena Smith, Maria Smith, Sara Smith, Hana Nair",United States,"March 23, 2019",2018,TV-MA,129 min,"Comedies, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.
s404,Movie,The Last City 404,Raj Patel,"Wei Silva, Priya Tanaka, Elena Müller, John Lee, Raj Khan, John Silva, Sara Johnson",Germany,"March 24, 2023",2022,TV-PG,135 min,"Sci-Fi & Fantasy, Documentaries",A gripping movie exploring themes of survival and identity in Germany.
s405,Movie,The Hidden Memory 405,Fatima Johnson,"David Kumar, Min Lee, Maria Tanaka",United States,"March 1, 2020",2018,TV-MA,80 min,"Children & Family Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.
s406,Movie,The Endless Dreams 406,Tom Smith,"Fatima Garcia, Carlos Costa, Tom Smith, Raj Nair, Hana Garcia, Tom Costa",United States,"May 11, 2026",2023,TV-Y7,172 min,Comedies,A gripping movie exploring themes of survival and identity in United States.
s407,Movie,The Secret Dreams 407,Aisha Park,"Maria Lee, John Nair, Sara Patel, Hana Rossi, Min Silva",India,"November 25, 2024",2022,NR,153 min,Comedies,A gripping movie exploring themes of survival and identity in India.
s408,TV Show,The Last Promise 408,,"Aisha Smith, Anil Patel, David Rossi, Carlos Müller, Maria Rossi, Priya Khan",Spain,"October 20, 2026",2025,TV-MA,7 Seasons,"Romantic TV Shows, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Spain.
s409,Movie,The Last Promise 409,,"Anil Patel, John Patel, Aisha Silva",India,"May 5, 2010",2010,TV-PG,86 min,"Horror Movies, Documentaries, Thrillers",A gripping movie exploring themes of survival and identity in India.
s410,Movie,The Eternal Promise 410,Raj Smith,"Wei Costa, Wei Nair, Tom Kumar, Priya Silva, Yuki Lee, Min Costa",South Korea,"November 24, 2026",2025,TV-Y7,142 min,"Romantic Movies, Horror Movies",A gripping movie exploring themes of survival and identity in South Korea.
s411,Movie,The Hidden Legacy 411,Fatima Nair,"Aisha Patel, Raj Kumar, Tom Smith",India,"October 26, 2025",2024,TV-14,103 min,"Action & Adventure, Documentaries",A gripping movie exploring themes of survival and identity in India.
s412,Movie,The Hidden Kingdom 412,Sara Park,"Yuki Smith, Maria Garcia, Raj Tanaka, John Nair, Raj Park, Hana Nair",Nigeria,"November 16, 2026",2022,TV-MA,128 min,"Thrillers, Children & Family Movies, Horror Movies",A gripping movie exploring themes of survival and identity in Nigeria.
s413,TV Show,The Silent Legacy 413,,"Yuki Costa, Min Garcia, Elena Silva",United Kingdom,"August 21, 2024",2020,TV-MA,3 Seasons,"Reality TV, Kids' TV",A gripping tv show exploring themes of survival and identity in United Kingdom.
s414,Movie,The Forgotten Journey 414,Carlos Tanaka,"Tom Kumar, David Kumar, John Müller, Aisha Silva, Elena Park",United States,"December 23, 2018",2014,PG-13,126 min,"Children & Family Movies, Dramas",A gripping movie exploring themes of survival and identity in United States.
s415,Movie,The Eternal Rebellion 415,Elena Tanaka,"Raj Silva, David Patel, Priya Khan",Egypt,"December 18, 2017",2012,TV-14,107 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Egypt.
s416,Movie,The Lost Memory 416,,"Hana Rossi, Sara Rossi, Carlos Patel, Carlos Johnson, David Johnson",United States,"August 4, 2026",2024,TV-G,133 min,"Romantic Movies, Children & Family Movies, Thrillers",A gripping movie exploring themes of survival and identity in United States.
s417,Movie,The Silent Journey 417,Wei Johnson,"Yuki Park, Priya Müller, Elena Garcia, Wei Tanaka",India,"August 5, 2026",2024,TV-MA,107 min,"Thrillers, Sci-Fi & Fantasy, Romantic Movies",A gripping movie exploring themes of survival and identity in India.
s418,Movie,The Forgotten Kingdom 418,Anil Kumar,"Fatima Lee, Wei Garcia, Anil Costa, Priya Lee, Aisha Smith",United States,"August 4, 2017",2012,TV-PG,171 min,"Children & Family Movies, Horror Movies",A gripping movie exploring themes of survival and identity in United States.
s419,Movie,The Last Legacy 419,Anil Costa,"Fatima Garcia, John Park, Anil Rossi, Min Nair, John Smith, John Nair, Anil Patel",United States,"February 18, 2025",2023,TV-Y,98 min,"Horror Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in United States.
s420,Movie,The Broken Promise 420,Elena Park,"Maria Müller, Sara Lee, Maria Smith",Japan,"November 4, 2026",2025,TV-14,96 min,"Action & Adventure, Horror Movies",A gripping movie exploring themes of survival and identity in Japan.
s421,TV Show,The Secret Storm Chronicles 421,,"Wei Smith, Fatima Lee, Aisha Lee, Carlos Garcia, Aisha Costa, Carlos Garcia, Aisha Silva",Germany,"July 25, 2023",2022,NR,1 Seasons,"Romantic TV Shows, Docuseries",A gripping tv show exploring themes of survival and identity in Germany.
s422,Movie,The Hidden Memory 422,Priya Smith,"David Silva, Wei Silva, Anil Silva, Anil Müller, Maria Johnson",Japan,"November 12, 2019",2016,TV-14,73 min,"Action & Adventure, Dramas",A gripping movie exploring themes of survival and identity in Japan.
s423,Movie,The Forgotten Journey 423,Yuki Park,"Sara Kumar, Fatima Patel, Maria Park, Tom Rossi, Hana Patel",Egypt,"December 26, 2026",2025,TV-MA,154 min,"Horror Movies, Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in Egypt.
s424,TV Show,The Golden Kingdom Chronicles 424,,"Anil Patel, David Silva, Maria Patel",India,"November 15, 2015",2013,TV-PG,6 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in India.
s425,Movie,The Last Empire 425,,"Fatima Tanaka, Yuki Park, Aisha Patel",United States,"February 17, 2026",2024,TV-PG,140 min,"Independent Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in United States.
s426,TV Show,The Broken Empire 426,,"John Rossi, Yuki Johnson, Raj Rossi",Canada,"January 27, 2023",2021,PG,6 Seasons,"Reality TV, Romantic TV Shows, TV Comedies",A gripping tv show exploring themes of survival and identity in Canada.
s427,Movie,The Endless Horizon 427,Maria Park,"Carlos Smith, David Patel, Hana Nair, Sara Rossi, John Garcia, Aisha Nair",United States,"October 19, 2026",2022,R,161 min,"Independent Movies, Documentaries, Romantic Movies",A gripping movie exploring themes of survival and identity in United States.
s428,Movie,The Silent Legacy 428,Priya Lee,"Tom Johnson, Tom Nair, Fatima Johnson, Elena Müller, Aisha Rossi, Elena Park, Aisha Nair",India,"February 2, 2024",2022,TV-14,124 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in India.
s429,TV Show,The Hidden Storm 429,,"John Park, Hana Rossi, Elena Kumar, Wei Patel, Sara Smith, Aisha Smith, John Lee",United States,"September 5, 2020",2019,TV-MA,8 Seasons,Reality TV,A gripping tv show exploring themes of survival and identity in United States.
s430,TV Show,The Dark Horizon 430,,"Raj Costa, Maria Garcia, Aisha Kumar, Yuki Khan, Hana Garcia, Elena Kumar",United States,"March 4, 2018",2017,TV-PG,6 Seasons,"Docuseries, TV Mysteries",A gripping tv show exploring themes of survival and identity in United States.
s431,TV Show,The Eternal Journey Chronicles 431,,"Maria Costa, Maria Patel, Min Costa, Min Müller, Min Garcia, David Smith",Spain,"January 14, 2012",2009,TV-Y,8 Seasons,"Anime Series, Romantic TV Shows, TV Action & Adventure",A gripping tv show exploring themes of survival and identity in Spain.
s432,TV Show,The Broken Journey 432,,"Fatima Müller, Priya Nair, Wei Park, Raj Johnson, Yuki Patel, John Müller",Mexico,"July 13, 2021",2017,TV-PG,4 Seasons,"Reality TV, TV Dramas",A gripping tv show exploring themes of survival and identity in Mexico.
s433,TV Show,The Forgotten Promise Chronicles 433,,"Wei Kumar, Fatima Costa, Hana Tanaka",Canada,"September 19, 2024",2021,TV-14,1 Seasons,"Reality TV, TV Dramas",A gripping tv show exploring themes of survival and identity in Canada.
s434,TV Show,The Golden Legacy 434,,"Aisha Garcia, Aisha Kumar, David Silva, Fatima Smith, John Smith",Canada,"February 26, 2022",2020,TV-14,6 Seasons,"TV Dramas, Anime Series, TV Mysteries",A gripping tv show exploring themes of survival and identity in Canada.
s435,Movie,The Endless Horizon 435,Aisha Müller,"Anil Johnson, David Garcia, Raj Park, Anil Khan",India,"March 9, 2014",2013,TV-G,168 min,Action & Adventure,A gripping movie exploring themes of survival and identity in India.
s436,Movie,The Dark Promise 436,,"Carlos Costa, Carlos Rossi, Tom Smith, Fatima Kumar",Canada,"June 5, 2022",2018,TV-PG,122 min,"Horror Movies, Thrillers",A gripping movie exploring themes of survival and identity in Canada.
s437,Movie,The Broken Storm 437,Raj Khan,"John Tanaka, Maria Khan, Aisha Rossi, Priya Nair, Hana Costa, Maria Lee, Wei Costa",Germany,"September 14, 2022",2019,TV-PG,78 min,"Dramas, Thrillers",A gripping movie exploring themes of survival and identity in Germany.
s438,Movie,The Eternal Kingdom 438,Yuki Müller,"Raj Kumar, Elena Khan, Fatima Nair, Tom Lee",,"July 18, 2016",2015,TV-14,127 min,Dramas,A gripping movie exploring themes of survival and identity in Canada.
s439,TV Show,The Eternal Dreams Chronicles 439,,"Priya Khan, Priya Silva, John Nair, Maria Park, Fatima Silva, Hana Johnson, David Müller",United States,"October 27, 2020",2020,TV-MA,5 Season,Reality TV,A gripping tv show exploring themes of survival and identity in United States.
s440,Movie,The Silent Rebellion 440,,"Raj Park, Maria Müller, Raj Johnson, Elena Kumar, Raj Müller",Spain,"December 15, 2024",2023,TV-14,104 min,Romantic Movies,A gripping movie exploring themes of survival and identity in Spain.
s441,Movie,The Endless Journey 441,,"Raj Nair, Min Müller, John Lee",United States,"September 23, 2026",2024,TV-G,160 min,"Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in United States.
s442,Movie,The Lost City 442,Hana Rossi,"Carlos Park, Raj Costa, Fatima Müller",Italy,"June 13, 2022",2022,TV-MA,92 min,"Dramas, Comedies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Italy.
s443,TV Show,The Forgotten Storm Chronicles 443,,"Anil Khan, Elena Park, Hana Kumar, Hana Nair, Tom Smith",India,"April 3, 2016",2015,TV-PG,5 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in India.
s444,Movie,The Wild Promise 444,Wei Smith,"Maria Park, Priya Garcia, Fatima Johnson, Carlos Patel, Fatima Tanaka, Raj Park, Fatima Müller",South Korea,"August 6, 2025",2024,TV-G,140 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in South Korea.
s445,Movie,The Broken Shadows 445,Aisha Khan,"Min Rossi, Sara Patel, Anil Park",United States,"January 14, 2026",2024,PG-13,152 min,"Dramas, Romantic Movies, Thrillers",A gripping movie exploring themes of survival and identity in United States.
s446,Movie,The Secret Rebellion 446,David Smith,"Raj Park, Carlos Park, Aisha Smith, Carlos Tanaka, Wei Lee, Yuki Smith, John Kumar",United Kingdom,"May 14, 2026",2023,TV-14,138 min,"Romantic Movies, Dramas",A gripping movie exploring themes of survival and identity in United Kingdom.
